,instance,total_cost,seed,normalization_constant,cost,solver
801,95,31204775,50,34781250,0.8971723270440252,R
802,10,75000,48,80000,0.9375,R
803,69,12998220,47,14950000,0.8694461538461539,R
804,105,13430,50,15000,0.8953333333333333,R
805,64,245424,45,264000,0.9296363636363636,R
806,27,6333,46,6375,0.9934117647058823,R
807,65,12482514,48,13524000,0.9229897959183674,R
808,23,2901906,43,3139500,0.9243210702341137,R
809,6,276,49,300,0.92,R
810,103,5750136,46,6375000,0.9019821176470588,R
811,107,249764,43,250000,0.999056,R
812,7,1659264,44,1849200,0.8972874756651525,R
813,21,2096,50,2625,0.7984761904761905,R
814,55,5985975,45,6737500,0.8884564007421151,R
815,58,64917,47,68750,0.9442472727272727,R
816,54,1170,48,1500,0.78,R
817,12,672,43,750,0.896,R
818,16,817880,46,821100,0.996078431372549,R
819,94,4348784,45,4812500,0.9036434285714285,R
820,99,1275948,47,1437500,0.887616,R
821,10,73144,50,80000,0.9143,R
822,95,31264400,48,34781250,0.8988866127583108,R
823,105,13412,48,15000,0.8941333333333333,R
824,4,246,42,300,0.82,R
825,104,14548,45,15000,0.9698666666666667,R
826,65,12484768,50,13524000,0.923156462585034,R
827,109,14316,47,15000,0.9544,R
828,20,137169,45,169050,0.811410825199645,R
829,29,180068,42,192500,0.9354181818181818,R
830,6,274,51,300,0.9133333333333333,R
831,67,2796,43,3000,0.932,R
832,21,2131,48,2625,0.8118095238095238,R
833,63,7705522,46,8415000,0.9156888888888889,R
834,107,249764,42,250000,0.999056,R
835,6,276,48,300,0.92,R
836,103,5803386,47,6375000,0.9103350588235294,R
837,21,2131,51,2625,0.8118095238095238,R
838,7,1662480,45,1849200,0.8990266060999351,R
839,64,248256,44,264000,0.9403636363636364,R
840,105,13409,51,15000,0.8939333333333334,R
841,69,12854700,46,14950000,0.8598461538461538,R
842,23,2883342,42,3139500,0.9184080267558529,R
843,65,12665088,49,13524000,0.9364897959183673,R
844,27,6333,47,6375,0.9934117647058823,R
845,11,667,44,750,0.8893333333333333,R
846,18,16410,43,16500,0.9945454545454545,R
847,10,75576,49,80000,0.9447,R
848,56,1326,42,1500,0.884,R
849,95,31214050,51,34781250,0.8974389937106918,R
850,52,1312,47,1500,0.8746666666666667,R
851,97,6614,42,7500,0.8818666666666667,R
852,54,1170,51,1500,0.78,R
853,93,6992,47,7500,0.9322666666666667,R
854,104,14500,51,15000,0.9666666666666667,R
855,65,12671850,44,13524000,0.9369897959183674,R
856,68,13252968,46,14662500,0.9038682352941176,R
857,64,249696,49,264000,0.9458181818181818,R
858,22,602,42,750,0.8026666666666666,R
859,26,1308,47,1500,0.872,R
860,106,14034,42,15000,0.9356,R
861,102,14900228,47,16065000,0.9274962962962963,R
862,7,1696248,48,1849200,0.9172874756651525,R
863,20,134523,51,169050,0.7957586512866016,R
864,6,270,45,300,0.9,R
865,96,6994,42,7500,0.9325333333333333,R
866,55,5930850,51,6737500,0.8802745825602969,R
867,92,12635190,47,13455000,0.9390702341137124,R
868,19,3568,43,5000,0.7136,R
869,10,75960,44,80000,0.9495,R
870,57,3091,42,3750,0.8242666666666667,R
871,94,4315784,51,4812500,0.8967862857142858,R
872,11,677,49,750,0.9026666666666666,R
873,53,1332,47,1500,0.888,R
874,95,31275000,45,34781250,0.8991913746630728,R
875,98,8840640,47,9750000,0.9067323076923077,R
876,94,4292134,48,4812500,0.891872,R
877,11,682,50,750,0.9093333333333333,R
878,54,1170,45,1500,0.78,R
879,59,272100,47,300000,0.907,R
880,13,1027280,43,1180000,0.8705762711864407,R
881,55,5988425,48,6737500,0.8888200371057514,R
882,17,1255639,46,2125200,0.5908333333333333,R
883,28,143479,42,159375,0.9002603921568627,R
884,21,2208,45,2625,0.8411428571428572,R
885,7,1662480,51,1849200,0.8990266060999351,R
886,20,133053,48,169050,0.7870629991126885,R
887,66,2942,43,3000,0.9806666666666667,R
888,62,10761534,46,11130000,0.9668943396226415,R
889,1,1340,47,1500,0.8933333333333333,R
890,104,14512,48,15000,0.9674666666666667,R
891,5,165966,42,182700,0.9084072249589491,R
892,64,247560,50,264000,0.9377272727272727,R
893,105,13442,45,15000,0.8961333333333333,R
894,108,13364,47,15000,0.8909333333333334,R
895,19,3120,42,5000,0.624,R
896,10,71160,45,80000,0.8895,R
897,53,1348,46,1500,0.8986666666666666,R
898,11,672,48,750,0.896,R
899,57,3091,43,3750,0.8242666666666667,R
900,94,4343834,50,4812500,0.9026148571428572,R
901,92,12653910,46,13455000,0.9404615384615385,R
902,96,7030,43,7500,0.9373333333333334,R
903,55,6061925,50,6737500,0.8997291280148423,R
904,102,14910632,46,16065000,0.9281439153439154,R
905,7,1625496,49,1849200,0.8790266060999351,R
906,106,14068,43,15000,0.9378666666666666,R
907,6,276,44,300,0.92,R
908,20,133347,50,169050,0.7888021295474712,R
909,68,13335078,47,14662500,0.9094682352941177,R
910,65,12586198,45,13524000,0.930656462585034,R
911,104,14500,50,15000,0.9666666666666667,R
912,26,1280,46,1500,0.8533333333333334,R
913,22,634,43,750,0.8453333333333334,R
914,64,247560,48,264000,0.9377272727272727,R
915,5,150654,43,182700,0.8245977011494253,R
916,1,1380,46,1500,0.92,R
917,104,14524,49,15000,0.9682666666666667,R
918,108,13422,46,15000,0.8948,R
919,105,13424,44,15000,0.8949333333333334,R
920,64,246336,51,264000,0.9330909090909091,R
921,7,1670520,50,1849200,0.9033744321868916,R
922,28,143275,43,159375,0.8989803921568628,R
923,21,2117,44,2625,0.8064761904761905,R
924,62,10689189,47,11130000,0.9603943396226415,R
925,66,2942,42,3000,0.9806666666666667,R
926,20,138492,49,169050,0.8192369121561668,R
927,59,269750,46,300000,0.8991666666666667,R
928,54,1170,44,1500,0.78,R
929,17,1184799,47,2125200,0.5575,R
930,55,5951675,49,6737500,0.8833654916512059,R
931,13,1027280,42,1180000,0.8705762711864407,R
932,98,8752032,46,9750000,0.8976443076923077,R
933,95,31333300,44,34781250,0.9008675651392632,R
934,11,682,51,750,0.9093333333333333,R
935,94,4347134,49,4812500,0.9033005714285715,R
936,103,5761686,51,6375000,0.9037938823529412,R
937,62,10783794,44,11130000,0.9688943396226415,R
938,63,7651292,49,8415000,0.9092444444444444,R
939,25,129255,42,133875,0.9654901960784313,R
940,21,2306,47,2625,0.8784761904761905,R
941,69,12913304,50,14950000,0.8637661538461539,R
942,108,13422,45,15000,0.8948,R
943,101,14562,42,15000,0.9708,R
944,105,13448,47,15000,0.8965333333333333,R
945,27,6333,51,6375,0.9934117647058823,R
946,109,14304,48,15000,0.9536,R
947,8,618240,42,619500,0.9979661016949153,R
948,1,1380,45,1500,0.92,R
949,99,1274200,48,1437500,0.8864,R
950,98,8783544,45,9750000,0.9008763076923076,R
951,52,1326,51,1500,0.884,R
952,91,6550,42,7500,0.8733333333333333,R
953,95,31298850,47,34781250,0.899877088948787,R
954,17,1223761,44,2125200,0.5758333333333333,R
955,58,64928,48,68750,0.9444072727272728,R
956,59,268350,45,300000,0.8945,R
957,93,7018,51,7500,0.9357333333333333,R
958,50,125246,42,132000,0.9488333333333333,R
959,16,817880,49,821100,0.996078431372549,R
960,54,1170,47,1500,0.78,R
961,58,64499,51,68750,0.9381672727272727,R
962,92,12550950,45,13455000,0.932809364548495,R
963,93,6986,48,7500,0.9314666666666667,R
964,16,817880,50,821100,0.996078431372549,R
965,99,1265920,51,1437500,0.88064,R
966,53,1352,45,1500,0.9013333333333333,R
967,14,99956,43,108000,0.9255185185185185,R
968,52,1346,48,1500,0.8973333333333333,R
969,10,74936,46,80000,0.9367,R
970,69,12920480,49,14950000,0.8642461538461539,R
971,26,1300,45,1500,0.8666666666666667,R
972,27,6333,48,6375,0.9934117647058823,R
973,109,14304,51,15000,0.9536,R
974,68,13295196,44,14662500,0.9067482352941176,R
975,61,18285,43,21000,0.8707142857142857,R
976,65,12730454,46,13524000,0.9413231292517007,R
977,103,5765286,48,6375000,0.9043585882352941,R
978,6,266,47,300,0.8866666666666667,R
979,2,1104,42,1200,0.92,R
980,63,7613892,50,8415000,0.9048,R
981,102,14826788,45,16065000,0.9229248677248677,R
982,58,63289,49,68750,0.9205672727272727,R
983,17,1106875,45,2125200,0.5208333333333334,R
984,54,1170,46,1500,0.78,R
985,16,817880,48,821100,0.996078431372549,R
986,59,272250,44,300000,0.9075,R
987,93,7052,50,7500,0.9402666666666667,R
988,50,128414,43,132000,0.9728333333333333,R
989,99,1272728,49,1437500,0.885376,R
990,95,31290900,46,34781250,0.8996485175202157,R
991,98,8784168,44,9750000,0.9009403076923077,R
992,52,1342,50,1500,0.8946666666666667,R
993,91,6538,43,7500,0.8717333333333334,R
994,105,13415,46,15000,0.8943333333333333,R
995,108,13340,44,15000,0.8893333333333333,R
996,101,14562,43,15000,0.9708,R
997,69,13052040,51,14950000,0.8730461538461538,R
998,8,618240,43,619500,0.9979661016949153,R
999,1,1340,44,1500,0.8933333333333333,R
1000,109,14316,49,15000,0.9544,R
1001,27,6333,50,6375,0.9934117647058823,R
1002,62,10631313,45,11130000,0.9551943396226416,R
1003,103,5778936,50,6375000,0.9064997647058823,R
1004,21,2117,46,2625,0.8064761904761905,R
1005,25,131397,43,133875,0.9814901960784314,R
1006,63,7686822,48,8415000,0.9134666666666666,R
1007,2,1104,43,1200,0.92,R
1008,103,5806836,49,6375000,0.9108762352941177,R
1009,6,270,46,300,0.9,R
1010,102,14881868,44,16065000,0.9263534391534392,R
1011,63,7742922,51,8415000,0.9201333333333334,R
1012,26,1304,44,1500,0.8693333333333333,R
1013,69,12944400,48,14950000,0.8658461538461538,R
1014,65,12620008,47,13524000,0.933156462585034,R
1015,68,13290504,45,14662500,0.9064282352941176,R
1016,61,18222,42,21000,0.8677142857142857,R
1017,109,14304,50,15000,0.9536,R
1018,27,6333,49,6375,0.9934117647058823,R
1019,99,1272084,50,1437500,0.884928,R
1020,53,1342,44,1500,0.8946666666666667,R
1021,10,74296,47,80000,0.9287,R
1022,52,1344,49,1500,0.896,R
1023,14,98660,42,108000,0.9135185185185185,R
1024,58,64818,50,68750,0.9428072727272727,R
1025,92,12683862,44,13455000,0.9426876254180602,R
1026,16,817880,51,821100,0.996078431372549,R
1027,93,7018,49,7500,0.9357333333333333,R
1028,24,16980,48,18000,0.9433333333333334,R
1029,62,10761534,43,11130000,0.9668943396226415,R
1030,66,2942,46,3000,0.9806666666666667,R
1031,25,131397,45,133875,0.9814901960784314,R
1032,28,144040,47,159375,0.9037803921568628,R
1033,3,155,51,300,0.5166666666666667,R
1034,60,5062277,50,5692500,0.8892888888888889,R
1035,101,14550,45,15000,0.97,R
1036,108,13356,42,15000,0.8904,R
1037,9,135324,48,148050,0.9140425531914894,R
1038,5,150654,47,182700,0.8245977011494253,R
1039,100,6262,48,7500,0.8349333333333333,R
1040,1,1380,42,1500,0.92,R
1041,8,618240,45,619500,0.9979661016949153,R
1042,90,5636676,48,6375000,0.8841844705882353,R
1043,15,2868,50,3000,0.956,R
1044,91,6550,45,7500,0.8733333333333333,R
1045,98,8796648,42,9750000,0.9022203076923077,R
1046,17,1216677,43,2125200,0.5725,R
1047,51,4787,48,5250,0.9118095238095238,R
1048,13,1049936,46,1180000,0.8897762711864406,R
1049,50,127358,45,132000,0.9648333333333333,R
1050,59,276350,42,300000,0.9211666666666667,R
1051,51,4759,51,5250,0.9064761904761904,R
1052,92,12616470,42,13455000,0.9376789297658863,R
1053,96,6976,47,7500,0.9301333333333334,R
1054,90,5675232,51,6375000,0.8902324705882353,R
1055,53,1352,42,1500,0.9013333333333333,R
1056,15,2868,49,3000,0.956,R
1057,57,3131,47,3750,0.8349333333333333,R
1058,14,102440,44,108000,0.9485185185185185,R
1059,19,3468,46,5000,0.6936,R
1060,60,4933937,49,5692500,0.8667434343434344,R
1061,26,1332,42,1500,0.888,R
1062,9,141246,51,148050,0.9540425531914893,R
1063,22,624,47,750,0.832,R
1064,100,6330,51,7500,0.844,R
1065,61,18285,44,21000,0.8707142857142857,R
1066,68,13317483,43,14662500,0.9082682352941176,R
1067,24,16932,51,18000,0.9406666666666667,R
1068,2,1088,45,1200,0.9066666666666666,R
1069,102,14918588,42,16065000,0.9286391534391535,R
1070,106,14014,47,15000,0.9342666666666667,R
1071,3,167,48,300,0.5566666666666666,R
1072,13,1097136,47,1180000,0.9297762711864407,R
1073,51,4794,49,5250,0.9131428571428571,R
1074,17,1177715,42,2125200,0.5541666666666667,R
1075,50,127358,44,132000,0.9648333333333333,R
1076,59,273000,43,300000,0.91,R
1077,15,2748,51,3000,0.916,R
1078,90,5628720,49,6375000,0.8829364705882353,R
1079,91,6544,44,7500,0.8725333333333334,R
1080,98,8752656,43,9750000,0.8977083076923077,R
1081,9,141246,49,148050,0.9540425531914893,R
1082,101,14562,44,15000,0.9708,R
1083,108,13428,43,15000,0.8952,R
1084,60,4975337,51,5692500,0.8740161616161616,R
1085,1,1400,43,1500,0.9333333333333333,R
1086,8,618240,44,619500,0.9979661016949153,R
1087,5,150654,46,182700,0.8245977011494253,R
1088,100,6280,49,7500,0.8373333333333334,R
1089,66,2942,47,3000,0.9806666666666667,R
1090,62,10724805,42,11130000,0.9635943396226415,R
1091,24,16916,49,18000,0.9397777777777778,R
1092,28,139960,46,159375,0.8781803921568627,R
1093,3,155,50,300,0.5166666666666667,R
1094,25,131397,44,133875,0.9814901960784314,R
1095,2,1056,44,1200,0.88,R
1096,24,16628,50,18000,0.9237777777777778,R
1097,106,13972,46,15000,0.9314666666666667,R
1098,3,167,49,300,0.5566666666666666,R
1099,102,14863508,43,16065000,0.925210582010582,R
1100,9,141246,50,148050,0.9540425531914893,R
1101,22,626,46,750,0.8346666666666667,R
1102,26,1284,43,1500,0.856,R
1103,60,4967057,48,5692500,0.8725616161616162,R
1104,61,18243,45,21000,0.8687142857142857,R
1105,68,13227162,42,14662500,0.9021082352941177,R
1106,100,6310,50,7500,0.8413333333333334,R
1107,57,3146,46,3750,0.8389333333333333,R
1108,15,2868,48,3000,0.956,R
1109,90,5662788,50,6375000,0.8882804705882353,R
1110,53,1330,43,1500,0.8866666666666667,R
1111,19,3272,47,5000,0.6544,R
1112,14,101144,45,108000,0.9365185185185185,R
1113,96,7048,46,7500,0.9397333333333333,R
1114,51,4710,50,5250,0.8971428571428571,R
1115,92,12666078,43,13455000,0.9413658862876254,R
1116,23,2883342,48,3139500,0.9184080267558529,R
1117,65,12741724,43,13524000,0.942156462585034,R
1118,61,18222,46,21000,0.8677142857142857,R
1119,22,626,45,750,0.8346666666666667,R
1120,4,256,51,300,0.8533333333333334,R
1121,67,2818,50,3000,0.9393333333333334,R
1122,106,14010,45,15000,0.934,R
1123,29,183148,51,192500,0.9514181818181818,R
1124,107,249764,48,250000,0.999056,R
1125,2,1056,47,1200,0.88,R
1126,6,276,42,300,0.92,R
1127,97,6548,48,7500,0.8730666666666667,R
1128,12,672,50,750,0.896,R
1129,96,7090,45,7500,0.9453333333333334,R
1130,10,76984,43,80000,0.9623,R
1131,19,3272,44,5000,0.6544,R
1132,56,1316,48,1500,0.8773333333333333,R
1133,14,94340,46,108000,0.8735185185185185,R
1134,57,3071,45,3750,0.8189333333333333,R
1135,18,16410,49,16500,0.9945454545454545,R
1136,95,31281625,42,34781250,0.8993818508535489,R
1137,56,1322,51,1500,0.8813333333333333,R
1138,91,6550,47,7500,0.8733333333333333,R
1139,18,16410,50,16500,0.9945454545454545,R
1140,54,1170,42,1500,0.78,R
1141,97,6564,51,7500,0.8752,R
1142,12,672,49,750,0.896,R
1143,50,129470,47,132000,0.9808333333333333,R
1144,13,1097136,44,1180000,0.9297762711864407,R
1145,67,2838,49,3000,0.946,R
1146,21,2229,42,2625,0.8491428571428571,R
1147,28,136900,45,159375,0.8589803921568627,R
1148,25,131397,47,133875,0.9814901960784314,R
1149,29,176988,48,192500,0.9194181818181818,R
1150,107,249764,51,250000,0.999056,R
1151,66,2942,44,3000,0.9806666666666667,R
1152,8,618240,47,619500,0.9979661016949153,R
1153,23,2920470,51,3139500,0.9302341137123746,R
1154,5,158658,45,182700,0.8684072249589491,R
1155,105,13466,42,15000,0.8977333333333334,R
1156,4,240,48,300,0.8,R
1157,101,14550,47,15000,0.97,R
1158,14,101144,47,108000,0.9365185185185185,R
1159,56,1322,49,1500,0.8813333333333333,R
1160,10,74744,42,80000,0.9343,R
1161,19,3172,45,5000,0.6344,R
1162,18,16410,48,16500,0.9945454545454545,R
1163,57,3096,44,3750,0.8256,R
1164,12,672,51,750,0.896,R
1165,97,6502,49,7500,0.8669333333333333,R
1166,96,6984,44,7500,0.9312,R
1167,106,14050,44,15000,0.9366666666666666,R
1168,67,2842,51,3000,0.9473333333333334,R
1169,6,278,43,300,0.9266666666666666,R
1170,107,249764,49,250000,0.999056,R
1171,29,180068,50,192500,0.9354181818181818,R
1172,2,1120,46,1200,0.9333333333333333,R
1173,61,18243,47,21000,0.8687142857142857,R
1174,65,12444196,42,13524000,0.920156462585034,R
1175,23,2924838,49,3139500,0.9316254180602007,R
1176,4,242,50,300,0.8066666666666666,R
1177,22,616,44,750,0.8213333333333334,R
1178,5,165270,44,182700,0.9045977011494253,R
1179,8,618240,46,619500,0.9979661016949153,R
1180,23,2883342,50,3139500,0.9184080267558529,R
1181,4,266,49,300,0.8866666666666667,R
1182,101,14562,46,15000,0.9708,R
1183,105,13460,43,15000,0.8973333333333333,R
1184,25,131397,46,133875,0.9814901960784314,R
1185,21,2117,43,2625,0.8064761904761905,R
1186,28,140317,44,159375,0.8804203921568627,R
1187,67,2784,48,3000,0.928,R
1188,66,2942,45,3000,0.9806666666666667,R
1189,107,249764,50,250000,0.999056,R
1190,29,180068,49,192500,0.9354181818181818,R
1191,50,128414,46,132000,0.9728333333333333,R
1192,12,672,48,750,0.896,R
1193,54,1170,43,1500,0.78,R
1194,97,6512,50,7500,0.8682666666666666,R
1195,13,1049936,45,1180000,0.8897762711864406,R
1196,91,6544,46,7500,0.8725333333333334,R
1197,95,31256450,43,34781250,0.8986580413297395,R
1198,56,1330,50,1500,0.8866666666666667,R
1199,18,16410,51,16500,0.9945454545454545,R
